"Run.Num"	"Sample.Bag"	"Date.Time"	"Timestamp"	"HR.Delta.iCH4.Mean"	"HR.Delta.iCH4.Std"	"HP.Delta.iCH4.Mean"	"HP.Delta.iCH4.Std"	"Delta.13CO2.Mean"	"Delta.13CO2.Std"	"HR.12CH4.Mean"	"HR.12CH4.Std"	"HR.13CH4.Mean"	"HR.13CH4.Std"	"HP.12CH4.Mean"	"HP.12CH4.Std"	"HP.13CH4.Mean"	"HP.13CH4.Std"	"X12CO2.Mean"	"X12CO2.Std"	"X13CO2.Mean"	"X13CO2.Std"	"H2O.Mean"	"H2O.Std"	"ChemDetect.Mean"	"SSIM.Pressure..torr."	"Valve.Position"	"Standard.Delta.iCH4"	"Standard.Delta.iCO2"	"Standard.13CH4"	"Standard.13CO2"	"bag.."	"sample.ID"	"vol.mL"	"Pssim"	"description"	"Date"	"Time"	"HP.CH4.Mean"	"HR.CH4.Mean"	"XCO2.Mean"	"nominal.conc"	"nominal.delta"	"Patm.mbar"	"Date.ID"	"Patm.torr"	"SSIM.dil.factor"	"delta.HP.Delta.iCH4.Mean"	"HP.Delta.iCH4.Mean.corr"
"581"	26	1	"08/22/16 12:56:23"	1471884886.76871	-36.733	2.048	-37.392	1.741	-83.421	14.759	3.241	0.005	0.035	0	3.248	0.005	0.035	0	14.567	0.15	0.151	0.003	0.253	0.003	0	NA	NA	NA	NA	NA	NA	45	65	5	873	" Mtot = 901.14. 93 mM NaOH."	"08/22/16"	"12:56:23"	3.283	3.276	14.718	NA	NA	1010.73	42	758.109844555371	4.60619265806797	0	-37.392
"582"	27	1	"08/22/16 13:06:09"	1471885472.74267	-37.9	2.226	-38.103	1.691	-82.312	14.48	3.286	0.008	0.036	0	3.291	0.005	0.036	0	14.313	0.125	0.148	0.003	0.255	0.003	0	NA	NA	NA	NA	NA	NA	45	65	5	872	" Mtot = 901.14. 93 mM NaOH."	"08/22/16"	"13:06:09"	3.327	3.322	14.461	NA	NA	1010.73	42	758.109844555371	4.60091637781818	0	-38.103
"583"	28	1	"08/22/16 13:17:25"	1471886148.34812	-36.667	0.811	-37.759	0.704	-18.469	1.824	7.141	0.013	0.078	0	7.146	0.011	0.077	0	107.821	0.198	1.193	0.003	0.195	0.004	0	NA	NA	NA	NA	NA	NA	44	66	3	872	" Mtot = 961.73."	"08/22/16"	"13:17:25"	7.223	7.219	109.014	NA	NA	1010.73	42	758.109844555371	7.6681939630303	0	-37.759
"585"	30	1	"08/22/16 13:43:56"	1471887740.26623	-36.826	1.073	-37.653	0.885	-19.308	2.322	6.958	0.012	0.075	0	6.959	0.012	0.075	0	96.505	0.222	1.066	0.004	0.153	0.003	0	NA	NA	NA	NA	NA	NA	44	66	3	872	" Mtot = 961.73."	"08/22/16"	"13:43:56"	7.034	7.033	97.571	NA	NA	1010.73	42	758.109844555371	7.6681939630303	0	-37.653
"586"	31	1	"08/22/16 13:54:45"	1471888388.70423	-36.558	0.943	-37.646	0.722	-19.981	1.729	7.768	0.014	0.084	0	7.77	0.013	0.084	0	95.792	0.217	1.057	0.003	0.135	0.003	0	NA	NA	NA	NA	NA	NA	46	67	3	872	" Mtot = 889.83."	"08/22/16"	"13:54:45"	7.854	7.852	96.849	NA	NA	1010.73	42	758.109844555371	7.6681939630303	0	-37.646
"587"	32	1	"08/22/16 14:04:28"	1471888971.55371	-36.407	0.84	-37.604	0.662	-19.067	2.403	7.875	0.014	0.086	0	7.881	0.013	0.085	0	103.156	0.23	1.141	0.004	0.208	0.003	0	NA	NA	NA	NA	NA	NA	46	67	3	872	" Mtot = 889.83."	"08/22/16"	"14:04:28"	7.966	7.961	104.297	NA	NA	1010.73	42	758.109844555371	7.6681939630303	0	-37.604
"588"	33	1	"08/22/16 14:14:40"	1471889583.67454	-36.644	0.993	-37.443	0.654	-18.772	2.35	7.619	0.012	0.083	0	7.625	0.012	0.083	0	115.084	0.234	1.275	0.004	0.267	0.003	0	NA	NA	NA	NA	NA	NA	48	68	3	872	" Mtot = 890.51. 0.5 mM BES"	"08/22/16"	"14:14:40"	7.708	7.702	116.359	NA	NA	1010.73	42	758.109844555371	7.6681939630303	0	-37.443
"589"	34	1	"08/22/16 14:24:33"	1471890177.27515	-36.858	1.035	-37.715	0.62	-18.276	1.998	7.497	0.013	0.081	0	7.503	0.012	0.081	0	116.191	0.224	1.287	0.004	0.254	0.003	0	NA	NA	NA	NA	NA	NA	48	68	3	872	" Mtot = 890.51. 0.5 mM BES"	"08/22/16"	"14:24:33"	7.584	7.578	117.478	NA	NA	1010.73	42	758.109844555371	7.6681939630303	0	-37.715
"590"	35	1	"08/22/16 14:35:31"	1471890833.78172	-37.163	1.083	-37.774	0.607	-50.477	8.27	7.432	0.014	0.081	0	7.433	0.012	0.081	0	25.709	0.154	0.275	0.003	0.196	0.003	0	NA	NA	NA	NA	NA	NA	41	69	3	872	" Mtot = 838.77. 93 mM NaOH."	"08/22/16"	"14:35:31"	7.514	7.513	25.984	NA	NA	1010.73	42	758.109844555371	7.6681939630303	0	-37.774
"591"	36	1	"08/22/16 14:45:54"	1471891458.30173	-36.918	1.09	-37.648	0.871	-57.352	11.715	7.458	0.011	0.081	0	7.462	0.011	0.081	0	20.118	0.144	0.214	0.003	0.233	0.003	0	NA	NA	NA	NA	NA	NA	41	69	3	872	" Mtot = 838.77. 93 mM NaOH."	"08/22/16"	"14:45:54"	7.543	7.539	20.332	NA	NA	1010.73	42	758.109844555371	7.6681939630303	0	-37.648
"602"	47	1	"08/22/16 17:01:52"	1471899616.05477	-19.682	0.231	9999999	0	-48.77	7.834	50.002	0.077	0.551	0.001	43.56	0	9999999	0	34.086	0.154	0.364	0.003	0.015	0.001	0	NA	NA	NA	NA	NA	NA	19	70	1	871	" Mtot = 908.21."	"08/22/16"	"17:01:52"	10000042.56	50.553	34.45	NA	NA	1010.73	42	758.109844555371	22.9782004878419	0	9999999
"603"	48	1	"08/22/16 17:11:45"	1471900209.54946	-19.646	0.262	9999999	0	-52.605	6.279	50.589	0.079	0.558	0.001	44.921	0	9999999	0	32.543	0.157	0.347	0.003	0.026	0.002	0	NA	NA	NA	NA	NA	NA	19	70	1	870	" Mtot = 908.21."	"08/22/16"	"17:11:45"	10000043.921	51.147	32.89	NA	NA	1010.73	42	758.109844555371	22.951819086593	0	9999999
"604"	49	1	"08/22/16 17:24:17"	1471900961.56985	-22.556	0.179	9999999	0	-49.579	6.503	71.185	0.109	0.782	0.001	64.125	0	9999999	0	37.956	0.163	0.406	0.003	0.022	0.001	0	NA	NA	NA	NA	NA	NA	40	71	1	872	" Mtot = 882.03."	"08/22/16"	"17:24:17"	10000063.125	71.967	38.362	NA	NA	1010.73	42	758.109844555371	23.0045818890909	0	9999999
"605"	50	1	"08/22/16 17:34:17"	1471901561.78376	-22.469	0.168	9999999	0	-48.016	5.823	70.521	0.106	0.775	0.001	64.777	0	9999999	0	37.87	0.152	0.405	0.003	0.026	0.002	0	NA	NA	NA	NA	NA	NA	40	71	1	872	" Mtot = 882.03."	"08/22/16"	"17:34:17"	10000063.777	71.296	38.275	NA	NA	1010.73	42	758.109844555371	23.0045818890909	0	9999999
"606"	51	1	"08/22/16 17:46:27"	1471902291.47372	-19.936	0.174	9999999	0	-53.79	7.161	66.915	0.103	0.737	0.001	52.207	0	9999999	0	39.242	0.148	0.417	0.003	0.019	0.001	0	NA	NA	NA	NA	NA	NA	47	72	1	872	" Mtot = 921.89. 0.5 mM BES."	"08/22/16"	"17:46:27"	10000051.207	67.652	39.659	NA	NA	1010.73	42	758.109844555371	23.0045818890909	0	9999999
"607"	52	1	"08/22/16 17:56:24"	1471902888.22661	-19.839	0.165	9999999	0	-57.401	5.908	66.57	0.1	0.733	0.001	60.022	0	9999999	0	39.428	0.153	0.418	0.003	0.02	0.001	0	NA	NA	NA	NA	NA	NA	47	72	1	872	" Mtot = 921.89. 0.5 mM BES"	"08/22/16"	"17:56:24"	10000059.022	67.303	39.846	NA	NA	1010.73	42	758.109844555371	23.0045818890909	0	9999999
"608"	53	1	"08/22/16 18:07:21"	1471903545.93254	-22.564	0.166	9999999	0	-296.043	49.033	71.154	0.107	0.782	0.001	55.956	0	9999999	0	5.434	0.117	0.043	0.003	0.018	0.001	0	NA	NA	NA	NA	NA	NA	50	73	1	872	" Mtot = 840.46. 93 mM NaOH."	"08/22/16"	"18:07:21"	10000054.956	71.936	5.477	NA	NA	1010.73	42	758.109844555371	23.0045818890909	0	9999999
"609"	54	1	"08/22/16 18:17:31"	1471904155.86367	-22.478	0.192	9999999	0	-316.052	42.91	70.76	0.107	0.777	0.001	58.361	0	9999999	0	5.019	0.114	0.039	0.003	0.018	0.001	0	NA	NA	NA	NA	NA	NA	50	73	1	872	" Mtot = 840.46. 93 mM NaOH."	"08/22/16"	"18:17:31"	10000057.361	71.537	5.058	NA	NA	1010.73	42	758.109844555371	23.0045818890909	0	9999999
